unit_id,product_line,component_type,production_date,shift,operator_id,inspection_result,defect_type,production_time_mins,unit_cost_aud,client,line_id
10446,ANTENNA SYSTEM,Horn Antenna,2023-08-26,PM,OP121,Re-work,Cold Joint,N/A,,Export,Line C
10415,comms unit,Power Supply Unit,2023-06-15,AM,OP105,Fail,Cold Joint,thirty,1573.51,export,Line B
10143,ANTENNA SYSTEM,Patch Antenna,03/08/2023,Morning,OP116,Pass,None,60,"2,046.02",MINING,Line A
10302,COMMS UNIT,Encryption Board,2024-07-29,afternoon,OP121,Fail,Short Circuit,-60,,EXPORT,Line C
10230,Comms Unit,Encryption Board,24/3/2024,Nght,OP106,fail,Short Circuit,0,248.63,defence,Line C
10113,RF assembly,RF Module,10.06.2023,NIGHT,OP132,Pass,None,-120,$936.33,DEFENCE,Line A
10215,Antenna System,Dipole Antenna,9/9/2023,Afternoon,OP110,PASS,,forty,,MIN,Line B
10280,RF assembly,Frequency Converter,28-Feb-24,PM-Night,OP133,FAIL,Solder Bridge,fifty,N/A,export,Line C
10360,RF Assembly,RF Module,19-Nov-23,night,OP103,Pass,None,90,N/A,export,Line C
10333,comms unit,Power Supply Unit,16.02.2024,NIGHT,OP122,PASS,None,N/A,($1663.12),Min,Line C
10367,Comms Unit,Control Interface,26-Oct-24,night,OP119,pass,N/A,forty-five,($1373.10),Def,Line A
10102,RF Assembly,RF Module,"June 17, 2024",night,OP101,pass,N/A,-30,($1857.30),DEFENCE,Line C
